Title,url,IMDB Score,Metacritic,Runtime (mins),Budget,Opening Weekend,Gross USA,Gross World,Release Date,Rating,Genres,Country
Escape from L.A. (1996),http://www.imdb.com/title/tt0116225/,5.8,54,101,"$50,000,000 ",8912557,25477365,25477365,9-Aug-96,R,Action Adventure Sci-Fi,USA
The Lawnmower Man (1992),http://www.imdb.com/title/tt0104692/,5.5,42,108,"$10,000,000 ",7751971,32100816,32100816,6-Mar-92,R,Horror Sci-Fi,UK
Lawnmower Man 2: Beyond Cyberspace (1996),http://www.imdb.com/title/tt0116839/,2.5,29,93,"$15,000,000 ",1428658,2409225,2409225,12-Jan-96,PG-13,Action Sci-Fi Thriller,USA
"Honey, I Shrunk the Kids (1989)",http://www.imdb.com/title/tt0097523/,6.3,63,93,"$18,000,000 ",14262961,130724172,222724172,23-Jun-89,PG,Adventure Comedy Family,USA
"Honey, I Blew Up the Kid (1992)",http://www.imdb.com/title/tt0104437/,4.8,50,89,"$40,000,000 ",11083318,58662452,58662452,17-Jul-92,PG,Adventure Comedy Family,USA
Psycho (1960),http://www.imdb.com/title/tt0054215/,8.5,97,109,"$806,947 ",None,32000000,32000000,8-Sep-60,R,Horror Mystery Thriller,USA
Psycho II (1983),http://www.imdb.com/title/tt0086154/,6.5,54,113,"$5,000,000 ",8310244,34725000,34725000,3-Jun-83,R,Crime Horror Mystery,USA
White Noise (2005),http://www.imdb.com/title/tt0375210/,5.5,30,101,"$10,000,000 ",24113565,56386759,91196419,7-Jan-05,PG-13,Drama Horror Mystery,UK
White Noise 2: The Light (2007),http://www.imdb.com/title/tt0496436/,5.7,None,99,"$10,000,000 ",None,None,8526917,5-Jan-07,PG-13,Drama Fantasy Horror,USA
Cocoon (1985),http://www.imdb.com/title/tt0088933/,6.7,65,117,"$17,500,000 ",7936427,76113124,85313124,21-Jun-85,PG-13,Comedy Drama Sci-Fi,USA
Cocoon: The Return (1988),http://www.imdb.com/title/tt0094890/,5.5,45,116,"$17,500,000 ",5568143,18924919,25024919,23-Nov-88,PG,Adventure Comedy Mystery,USA
Magic Mike (2012),http://www.imdb.com/title/tt1915581/,6.1,72,110,"$7,000,000 ",39127170,113721571,167739368,29-Jun-12,R,Comedy Drama,USA
Magic Mike XXL (2015),http://www.imdb.com/title/tt2268016/,5.6,60,115,"$14,800,000 ",12857184,66013057,117813057,1-Jul-15,R,Comedy Drama Music,USA
The Sisterhood of the Traveling Pants (2005),http://www.imdb.com/title/tt0403508/,6.5,66,119,"$25,000,000 ",9833340,39053061,42013878,1-Jun-05,PG,Comedy Drama Romance,USA
The Sisterhood of the Traveling Pants 2 (2008),http://www.imdb.com/title/tt1018785/,6.2,63,119,"$27,000,000 ",10678430,44089964,44352417,6-Aug-08,PG-13,Comedy Drama Romance,USA
Bad Santa (2003),http://www.imdb.com/title/tt0307987/,7,70,92,"$23,000,000 ",12500000,60060328,76488889,26-Nov-03,R,Comedy Crime Drama,Germany
Bad Santa 2 (2016),http://www.imdb.com/title/tt1798603/,5.6,38,92,"$26,000,000 ",6176680,17782178,24079268,23-Nov-16,R,Comedy Crime Drama,USA
District B13 (2004),http://www.imdb.com/title/tt0414852/,7.2,70,84,EUR12000000,410000,1200216,11169386,2-Jun-06,R,Action Crime Sci-Fi,France
District 13: Ultimatum (2009),http://www.imdb.com/title/tt1247640/,6.5,64,101,EUR12000000,11870,36136,14103752,18-Feb-09,R,Action Crime Thriller,France
Taxi (1998),http://www.imdb.com/title/tt0152930/,7,None,86,"$8,700,000 ",None,None,44500000,20-Nov-98,Not Rated,Action Comedy Crime,France
Taxi 2 (2000),https://www.imdb.com/title/tt0183869/,6.5,None,88,"$10,400,000 ",None,626164,60726164,6-Oct-00,Not Rated,Action Comedy Crime,France
Taxi 3 (2003),https://www.imdb.com/title/tt0295721/,5.8,None,84,"$14,500,000 ",288000,497208,65497208,29-Jan-03,Not Rated,Action Comedy Crime,France
Taxi 4 (2007),http://www.imdb.com/title/tt0804540/,5.6,None,91,"$17,500,000 ",None,None,65125001,14-Feb-07,Not Rated,Action Comedy Crime,France
Miss Congeniality (2000),http://www.imdb.com/title/tt0212346/,6.2,43,109,"$45,000,000 ",10046534,106807667,212742720,22-Dec-00,PG-13,Action Comedy Crime,USA
Miss Congeniality 2: Armed & Fabulous (2005),http://www.imdb.com/title/tt0385307/,5.1,34,115,"$45,000,000 ",14043215,48478006,101393569,24-Mar-05,PG-13,Action Comedy Crime,USA
Sherlock Holmes (2009),http://www.imdb.com/title/tt0988045/,7.6,57,128,"$90,000,000 ",62304277,209028679,524028679,25-Dec-09,PG-13,Action Adventure Mystery,USA
Sherlock Holmes: A Game of Shadows (2011),http://www.imdb.com/title/tt1515091/,7.5,48,129,"$125,000,000 ",39637079,186848418,543848418,16-Dec-11,PG-13,Action Adventure Mystery,USA
Star Trek: The Motion Picture (1979),http://www.imdb.com/title/tt0079945/,6.4,48,132,"$35,000,000 ",11926421,82604699,82604699,8-Dec-79,G,Adventure Mystery Sci-Fi,USA
Star Trek II: The Wrath of Khan (1982),http://www.imdb.com/title/tt0084726/,7.7,67,113,"$11,200,000 ",14347221,78912963,78912963,4-Jun-82,PG,Action Adventure Sci-Fi,USA
Star Trek III: The Search for Spock (1984),http://www.imdb.com/title/tt0088170/,6.7,56,105,"$17,000,000 ",16673295,76471046,76471046,1-Jun-84,PG,Action Adventure Sci-Fi,USA
Star Trek IV: The Voyage Home (1986),http://www.imdb.com/title/tt0092007/,7.3,71,119,"$25,000,000 ",16881888,109713132,109713132,26-Nov-86,PG,Adventure Comedy Sci-Fi,USA
Star Trek V: The Final Frontier (1989),http://www.imdb.com/title/tt0098382/,5.5,43,107,"$27,800,000 ",17375648,52210049,52210049,9-Jun-89,PG,Action Adventure Fantasy,USA
Star Trek VI: The Undiscovered Country (1991),http://www.imdb.com/title/tt0102975/,7.2,65,110,"$30,000,000 ",18162837,74888996,96888996,6-Dec-91,PG,Action Adventure Sci-Fi,USA
Star Trek: Generations (1994),http://www.imdb.com/title/tt0111280/,6.6,55,118,"$35,000,000 ",23116394,75671125,118071125,18-Nov-94,PG,Action Adventure Mystery,USA
Star Trek: First Contact (1996),http://www.imdb.com/title/tt0117731/,7.6,71,111,"$45,000,000 ",30716131,92027888,146027888,22-Nov-96,PG-13,Action Adventure Drama,USA
Star Trek: Insurrection (1998),http://www.imdb.com/title/tt0120844/,6.4,64,103,"$58,000,000 ",22052836,70187658,112587658,11-Dec-98,PG,Action Adventure Sci-Fi,USA
Star Trek: Nemesis (2002),http://www.imdb.com/title/tt0253754/,6.4,51,116,"$60,000,000 ",18513305,43254409,67336470,13-Dec-02,PG-13,Action Adventure Sci-Fi,USA
Basic Instinct (1992),http://www.imdb.com/title/tt0103772/,7,41,127,"$49,000,000 ",15129385,117727224,352927224,20-Mar-92,R,Drama Mystery Thriller,France
Basic Instinct 2 (2006),http://www.imdb.com/title/tt0430912/,4.3,26,114,"$70,000,000 ",3201420,5971336,38629478,31-Mar-06,R,Drama Mystery Thriller,UK
The Amazing Spider-Man (2012),http://www.imdb.com/title/tt0948470/,6.9,66,136,"$230,000,000 ",62004688,262030663,757930663,3-Jul-12,PG-13,Action Adventure Sci-Fi,USA
The Amazing Spider-Man 2 (2014),http://www.imdb.com/title/tt1872181/,6.6,53,142,"$200,000,000 ",91608337,202853933,708982323,2-May-14,PG-13,Action Adventure Sci-Fi,USA
Machete (2010),http://www.imdb.com/title/tt0985694/,6.6,60,105,"$10,500,000 ",11416164,26593646,45491656,3-Sep-10,R,Action Crime Thriller,USA
Machete Kills (2013),http://www.imdb.com/title/tt2002718/,5.6,41,107,"$20,000,000 ",3837183,8008161,17496820,11-Oct-13,R,Action Crime Thriller,USA
21 Jump Street (2012),http://www.imdb.com/title/tt1232829/,7.2,69,109,"$42,000,000 ",36302612,138447667,201585328,16-Mar-12,R,Action Comedy Crime,USA
22 Jump Street (2014),http://www.imdb.com/title/tt2294449/,7,71,112,"$50,000,000 ",57071445,191719337,331333876,13-Jun-14,R,Action Comedy Crime,USA
The Girl with the Dragon Tattoo (2009),http://www.imdb.com/title/tt1132620/,7.8,76,152,"$13,000,000 ",335502,10095170,104414200,30-Apr-10,R,Crime Drama Mystery,Sweden
The Girl Who Played with Fire (2009),http://www.imdb.com/title/tt1216487/,7.2,66,129,EUR4000000,904998,7638241,67153225,27-Aug-10,R,Crime Drama Mystery,Sweden
Insidious (2010),http://www.imdb.com/title/tt1591095/,6.8,52,103,"$1,500,000 ",13271464,54009150,99557032,1-Apr-11,PG-13,Horror Mystery Thriller,USA
Insidious: Chapter 2 (2013),http://www.imdb.com/title/tt2226417/,6.6,40,106,"$5,000,000 ",40272103,83586447,161919318,13-Sep-13,PG-13,Horror Mystery Thriller,USA
Insidious: Chapter 3 (2015),http://www.imdb.com/title/tt3195644/,6.1,52,97,"$10,000,000 ",22692741,52218558,112983889,5-Jun-15,PG-13,Horror Mystery Thriller,Canada
Insidious: The Last Key (2018),https://www.imdb.com/title/tt5726086/,5.7,49,103,"$10,000,000 ",29581355,67745330,167885588,5-Jan-18,PG-13,Horror Mystery Thriller,USA
Divergent (2014),http://www.imdb.com/title/tt1840309/,6.7,48,139,"$85,000,000 ",54607747,150947895,288885818,21-Mar-14,PG-13,Action Adventure Mystery,USA
Insurgent (2015),http://www.imdb.com/title/tt2908446/,6.2,42,119,"$110,000,000 ",52263680,130179072,297002527,20-Mar-15,PG-13,Action Adventure Sci-Fi,USA
Rio (2011),http://www.imdb.com/title/tt1436562/,6.9,63,96,"$90,000,000 ",39225962,143619809,483866518,15-Apr-11,G,Animation Adventure Comedy,USA
Rio 2 (2014),http://www.imdb.com/title/tt2357291/,6.3,49,101,"$103,000,000 ",39327869,131538435,498781117,11-Apr-14,G,Animation Adventure Comedy,USA
The Best Exotic Marigold Hotel (2011),http://www.imdb.com/title/tt1412386/,7.2,62,124,"$10,000,000 ",737051,46412041,136836156,25-May-12,PG-13,Comedy Drama Romance,UK
The Second Best Exotic Marigold Hotel (2015),http://www.imdb.com/title/tt2555736/,6.6,51,122,"$10,000,000 ",8540370,33078266,85978266,6-Mar-15,PG,Comedy Drama,UK
Nymphomaniac: Vol. I (2013),http://www.imdb.com/title/tt1937390/,6.9,64,117,"$2,350,000 ",158369,785896,13545832,6-Mar-14,Not Rated,Drama,Denmark
Nymphomaniac: Vol. II (2013),http://www.imdb.com/title/tt2382009/,6.7,60,124,"$2,350,000 ",74978,327167,4934725,20-Mar-14,Not Rated,Drama,Denmark
The Lego Movie (2014),http://www.imdb.com/title/tt1490017/,7.7,83,100,"$60,000,000 ",69050279,257760692,468060692,7-Feb-14,PG,Animation Action Adventure,USA
The Lego Movie 2: The Second Part (2019),http://www.imdb.com/title/tt3513498/,6.6,65,107,"$99,000,000 ",34115335,105806508,192306508,8-Feb-19,PG,Animation Action Adventure,Denmark
The Woman in Black (2012),http://www.imdb.com/title/tt1596365/,6.4,62,95,"$17,000,000 ",20874072,54333290,128955898,3-Feb-12,PG-13,Drama Fantasy Horror,UK
The Woman in Black 2: Angel of Death (2014),http://www.imdb.com/title/tt2339741/,4.8,42,98,"$15,000,000 ",15027415,26501323,48854305,2-Jan-15,PG-13,Drama Horror Thriller,UK
The Trip (2010),http://www.imdb.com/title/tt1740047/,7,None,112,"$1,000,000 ",77904,2030962,3945217,24-Apr-11,Not Rated,Comedy Drama,UK
The Trip to Italy (2014),http://www.imdb.com/title/tt2967006/,6.6,75,108,"$2,000,000 ",71712,2880537,6132875,25-Apr-14,Not Rated,Comedy Drama,UK
The Best Man (1999),http://www.imdb.com/title/tt0168501/,6.8,61,120,"$9,000,000 ",9031660,34102780,34573780,22-Oct-99,R,Comedy Drama Romance,USA
The Best Man Holiday (2013),http://www.imdb.com/title/tt2083355/,6.7,59,123,"$17,000,000 ",30107555,70525195,72835710,15-Nov-13,R,Comedy Drama,USA
Agent Cody Banks (2003),http://www.imdb.com/title/tt0313911/,5,41,102,"$28,000,000 ",14064317,47938330,58795814,14-Mar-03,PG,Action Adventure Comedy,USA
Agent Cody Banks 2: Destination London (2004),http://www.imdb.com/title/tt0358349/,4.6,32,100,"$26,000,000 ",8014005,23630159,28818995,12-Mar-04,PG,Action Adventure Comedy,USA
101 Dalmatians (1996),http://www.imdb.com/title/tt0115433/,5.7,49,103,"$75,000,000 ",33504025,136189294,320689294,27-Nov-96,G,Adventure Comedy Crime,USA
102 Dalmatians (2000),http://www.imdb.com/title/tt0211181/,4.9,35,100,"$85,000,000 ",19883351,66957026,183611771,22-Nov-00,G,Adventure Comedy Family,USA
Anchorman: The Legend of Ron Burgundy (2004),http://www.imdb.com/title/tt0357413/,7.2,63,94,"$26,000,000 ",28416365,85288303,90649730,9-Jul-04,PG-13,Comedy,USA
Anchorman 2: The Legend Continues (2013),http://www.imdb.com/title/tt1229340/,6.3,61,119,"$50,000,000 ",26232425,127352707,173649931,18-Dec-13,PG-13,Comedy,USA
Lung hing foo dai (1986),http://www.imdb.com/title/tt0091431/,7.1,None,88,"$15,000,000 ",None,None,"4,576,550",21-Jan-87,R,Action Adventure Comedy,Hong Kong
Operation Condor (1991),http://www.imdb.com/title/tt0099558/,7.3,None,106,"$15,000,000 ",4731751,10405394,10405394,18-Jul-97,PG-13,Action Adventure Comedy,Hong Kong
New Police Story (2004),http://www.imdb.com/title/tt0386005/,7,None,123,"$11,000,000 ",None,None,8712057,24-Sep-04,R,Action Crime Drama,Hong Kong
Police Story: Lockdown (2013),http://www.imdb.com/title/tt2599716/,6.1,44,110,"$35,000,000 ",None,None,94249025,5-Jun-15,Not Rated,Action Adventure Crime,China
Before Sunrise (1995),http://www.imdb.com/title/tt0112471/,8.1,77,101,"$2,500,000 ",1423537,5535405,5986708,27-Jan-95,R,Drama Romance,USA
Before Sunset (2004),http://www.imdb.com/title/tt0381681/,8,90,80,"$2,700,000 ",219425,5820649,15936507,30-Jul-04,R,Drama Romance,USA
Asterix and Obelix vs. Caesar (1999),http://www.imdb.com/title/tt0133385/,6,None,109,FRF274620000,304245,1541261,1632567,14-Jul-00,Not Rated,Adventure Comedy Family,France
Asterix & Obelix: Mission Cleopatra (2002),http://www.imdb.com/title/tt0250223/,6.6,None,107,FRF327000000,None,3115188,128027976,24-Jun-05,PG,Adventure Comedy Family,France
Astérix aux jeux olympiques (2008),http://www.imdb.com/title/tt0463872/,5.2,None,116,EUR78000000,None,None,131856927,13-Jun-08,Not Rated,Adventure Comedy Family,France
Astérix and Obélix: God Save Britannia (2012),http://www.imdb.com/title/tt1597522/,5.3,None,110,EUR61000000,None,None,61319383,17-Oct-12,1h 50min,17 October 2012 (France),France
Teenage Mutant Ninja Turtles (2014),http://www.imdb.com/title/tt1291150/,5.8,31,101,"$125,000,000 ",65575105,191204754,485004754,8-Aug-14,PG-13,Action Adventure Comedy,USA
Teenage Mutant Ninja Turtles: Out of the Shadows (2016),http://www.imdb.com/title/tt3949660/,6,40,112,"$135,000,000 ",35316382,82051601,245623848,3-Jun-16,PG-13,Action Adventure Comedy,USA
The Equalizer (2014),http://www.imdb.com/title/tt0455944/,7.2,57,132,"$55,000,000 ",34137828,101530738,192330738,26-Sep-14,R,Action Crime Thriller,USA
The Equalizer 2 (2018),http://www.imdb.com/title/tt3766354/,6.7,50,121,"$62,000,000 ",36011640,102084362,190400157,20-Jul-18,R,Action Crime Thriller,USA
The Hunger Games (2012),http://www.imdb.com/title/tt1392170/,7.2,68,142,"$78,000,000 ",152535747,408010692,694394724,23-Mar-12,PG-13,Action Adventure Sci-Fi,USA
The Hunger Games: Catching Fire (2013),http://www.imdb.com/title/tt1951264/,7.5,76,146,"$130,000,000 ",158074286,424668047,865011746,22-Nov-13,PG-13,Action Adventure Mystery,USA
The Hunger Games: Mockingjay - Part 1 (2014),http://www.imdb.com/title/tt1951265/,6.6,64,123,"$125,000,000 ",121897634,337135885,755356711,21-Nov-14,PG-13,Action Adventure Sci-Fi,USA
The Hunger Games: Mockingjay - Part 2 (2015),http://www.imdb.com/title/tt1951266/,6.5,65,137,"$160,000,000 ",102665981,281723902,658344137,20-Nov-15,PG-13,Action Adventure Sci-Fi,USA
The Omega Code (1999),http://www.imdb.com/title/tt0203408/,3.6,14,100,"$8,000,000 ",2354362,12614346,12614346,27-Aug-99,PG-13,Action Adventure Fantasy,USA
Megiddo (2001),http://www.imdb.com/title/tt0263728/,4.1,35,104,"$22,000,000 ",1573454,6047691,6047691,21-Sep-01,PG-13,Action Adventure Fantasy,USA
Ride Along (2014),http://www.imdb.com/title/tt1408253/,6.2,41,99,"$25,000,000 ",41516170,134938200,154468902,17-Jan-14,PG-13,Action Comedy Crime,USA
Ride Along 2 (2016),http://www.imdb.com/title/tt2869728/,5.9,32,102,"$40,000,000 ",35243095,91221830,124605297,15-Jan-16,PG-13,Action Comedy Crime,USA
The Muppets (2011),http://www.imdb.com/title/tt1204342/,7.1,75,120,"$45,000,000 ",29239026,88631237,165184237,23-Nov-11,PG,Adventure Comedy Family,USA
Muppets Most Wanted (2014),http://www.imdb.com/title/tt2281587/,6.4,61,107,"$50,000,000 ",17005126,51183113,80383113,21-Mar-14,PG,Adventure Comedy Crime,USA
The Muppet Movie (1979),http://www.imdb.com/title/tt0079588/,7.6,74,95,"$8,000,000 ",None,65810475,65810475,22-Jun-79,G,Adventure Comedy Family,UK
The Great Muppet Caper (1981),http://www.imdb.com/title/tt0082474/,7.2,70,97,"$14,000,000 ",2968990,31206251,31206251,26-Jun-81,G,Adventure Comedy Crime,UK
The Muppets Take Manhattan (1984),http://www.imdb.com/title/tt0082474/,6.9,64,94,"$8,000,000 ",4416022,25534703,25534703,13-Jul-84,G,Adventure Comedy Drama,USA
Muppets from Space (1999),http://www.imdb.com/title/tt0158811/,6.3,53,87,"$24,000,000 ",4826049,16625807,22323612,14-Jul-99,G,Adventure Comedy Family,USA
A Haunted House (2013),http://www.imdb.com/title/tt2243537/,5,20,86,"$2,500,000 ",18101682,40041683,60159584,11-Jan-13,R,Comedy Fantasy,USA
A Haunted House 2 (2014),http://www.imdb.com/title/tt2828996/,4.7,17,86,"$4,000,000 ",8843875,17329486,25358716,18-Apr-14,R,Comedy Fantasy,USA
Think Like a Man (2012),http://www.imdb.com/title/tt1621045/,6.6,51,None,"$12,000,000 ",33636303,91547205,96070507,20-Apr-12,PG-13,Comedy Romance,USA
Think Like a Man Too (2014),http://www.imdb.com/title/tt2239832/,5.8,38,106,"$24,000,000 ",29241911,65182182,70181428,20-Jun-14,PG-13,Comedy Romance,USA
Critters (1986),http://www.imdb.com/title/tt0090887/,6.1,52,86,"$2,000,000 ",1618800,13167232,13167232,11-Apr-86,PG-13,Comedy Horror Sci-Fi,USA
Critters 2 (1988),http://www.imdb.com/title/tt0094919/,5.5,48,86,"$4,500,000 ",1898751,3813293,3813293,29-Apr-88,PG-13,Comedy Horror Sci-Fi,USA
Dolphin Tale (2011),http://www.imdb.com/title/tt1564349/,6.9,64,113,"$37,000,000 ",19152401,72286779,95943453,23-Sep-11,PG,Drama Family,Canada
Dolphin Tale 2 (2014),http://www.imdb.com/title/tt2978462/,6.4,58,107,"$36,000,000 ",15873397,42024533,57824533,12-Sep-14,PG,Drama Family,USA
Hot Tub Time Machine (2010),http://www.imdb.com/title/tt1231587/,6.4,63,101,"$36,000,000 ",14020502,50287556,64780213,26-Mar-10,R,Comedy Sci-Fi,USA
Hot Tub Time Machine 2 (2015),http://www.imdb.com/title/tt2637294/,5.1,29,93,"$14,000,000 ",5963324,12314651,13081651,20-Feb-15,R,Comedy Mystery Sci-Fi,USA
Paul Blart: Mall Cop (2009),http://www.imdb.com/title/tt1114740/,5.2,39,91,"$26,000,000 ",31832636,146336178,183348429,16-Jan-09,PG,Action Comedy Crime,USA
Paul Blart: Mall Cop 2 (2015),http://www.imdb.com/title/tt3450650/,4.4,13,94,"$30,000,000 ",23762435,71038190,107588225,17-Apr-15,PG,Action Comedy Crime,USA
Horrible Bosses (2011),http://www.imdb.com/title/tt1499658/,6.9,57,98,"$35,000,000 ",28302165,117538559,209838559,8-Jul-11,R,Comedy Crime,USA
Horrible Bosses 2 (2014),http://www.imdb.com/title/tt2170439/,6.3,40,108,"$42,000,000 ",15457418,54445357,107645357,26-Nov-14,R,Comedy Crime,USA
The Descent (2005),http://www.imdb.com/title/tt0435625/,7.2,71,99,"$7,000,000 ",8911330,26024456,57130027,4-Aug-06,R,Adventure Horror Thriller,UK
The Descent: Part 2 (2009),http://www.imdb.com/title/tt1073105/,5.8,None,94,"$6,200,000 ",None,None,7048886,14-Oct-09,R,Adventure Horror Thriller,UK
REC (2007),http://www.imdb.com/title/tt1038988/,7.4,69,78,EUR1500000,None,None,32511655,23-Nov-07,R,Action Adventure Fantasy,Spain
[Rec] 2 (2009),http://www.imdb.com/title/tt1245112/,6.5,52,85,"$5,600,000 ",8191,27766,18853164,2-Oct-09,R,Action Adventure Fantasy,Spain
[REC] 3: Genesis (2012),http://www.imdb.com/title/tt1649444/,5,45,80,"$6,400,000 ",3001,9600,11019975,30-Mar-12,R,Action Comedy Horror,Spain
[REC] 4: Apocalypse (2014),http://www.imdb.com/title/tt1649443/,5.3,53,95,EUR3000000,708,837,4915757,31-Oct-14,R,Action Adventure Fantasy,Spain
Grave Encounters (2011),http://www.imdb.com/title/tt1703199/,6.1,33,92,"$120,000 ",None,None,3613222,9-Sep-11,Not Rated,Adventure Fantasy Horror,Canada
Grave Encounters 2 (2012),http://www.imdb.com/title/tt2231554/,5.1,None,95,"$1,400,000 ",None,None,1552486,2-Oct-12,Not Rated,Action Adventure Fantasy,Canada
An American Werewolf in London (1981),http://www.imdb.com/title/tt0082010/,7.5,60,97,"$10,000,000 ",3786512,30565292,30565292,21-Aug-81,R,Comedy Horror,UK
An American Werewolf in Paris (1997),http://www.imdb.com/title/tt0118604/,5.1,31,105,"$25,000,000 ",7600878,26570463,26570463,25-Dec-97,R,Comedy Fantasy Horror,UK
The Blues Brothers (1980),http://www.imdb.com/title/tt0080455/,7.9,60,133,"$27,000,000 ",4858152,57229890,115229890,20-Jun-80,R,Adventure Comedy Crime,USA
Blues Brothers 2000 (1998),http://www.imdb.com/title/tt0118747/,4.9,None,123,"$28,000,000 ",6129615,14051384,14051384,6-Feb-98,PG-13,Action Comedy Crime,USA
Fright Night (1985),http://www.imdb.com/title/tt0089175/,7.1,62,106,"$9,000,000 ",6118543,24922237,24922237,2-Aug-85,R,Horror Thriller,USA
Fright Night Part 2 (1988),http://www.imdb.com/title/tt0097390/,5.9,None,104,"$7,500,000 ",548231,2983784,2983784,19-May-89,R,Comedy Horror Thriller,USA
Child's Play (1988),http://www.imdb.com/title/tt0094862/,6.6,58,87,"$9,000,000 ",6583963,33244684,44196684,9-Nov-88,R,Horror Thriller,USA
Child's Play 2 (1990),http://www.imdb.com/title/tt0099253/,5.8,37,84,"$13,000,000 ",10718520,28501605,35763605,9-Nov-90,R,Horror Thriller,USA
Child's Play 3 (1991),http://www.imdb.com/title/tt0103956/,5.1,27,90,"$13,000,000 ",5718940,14960255,20560255,30-Aug-91,R,Horror Thriller,UK
Bride of Chucky (1998),http://www.imdb.com/title/tt0144120/,5.4,48,89,"$25,000,000 ",11830855,32400658,50688658,16-Oct-98,R,Comedy Horror,USA
Seed of Chucky (2004),http://www.imdb.com/title/tt0387575/,4.8,46,87,"$12,000,000 ",8800000,17083732,24829644,12-Nov-04,R,Comedy Fantasy Horror,USA
Curse of Chucky (2013),http://www.imdb.com/title/tt2230358/,5.6,58,97,"$3,000,000 ",None,None,3700000,24-Sep-13,R,Horror Thriller,USA
Major League (1989),http://www.imdb.com/title/tt0097815/,7.2,62,107,"$11,000,000 ",8836265,49797148,49797148,7-Apr-89,R,Comedy Sport,USA
Major League II (1994),http://www.imdb.com/title/tt0110442/,5.6,None,105,"$25,000,000 ",7040777,30626182,30626182,30-Mar-94,PG,Comedy Sport,USA
Piranha 3D (2010),http://www.imdb.com/title/tt0464154/,5.4,53,88,"$24,000,000 ",10106872,25003155,83188165,20-Aug-10,R,Comedy Horror,USA
Piranha 3DD (2012),http://www.imdb.com/title/tt1714203/,3.7,24,83,"$5,000,000 ",182237,376512,8518634,14-Jul-12,R,Comedy Horror,USA
The Hills Have Eyes (2006),http://www.imdb.com/title/tt0454841/,6.4,52,107,"$15,000,000 ",15708512,41778863,70008952,10-Mar-06,R,Horror Thriller,USA
The Hills Have Eyes 2 (2007),http://www.imdb.com/title/tt0800069/,5.1,32,89,"$15,000,000 ",9686362,20804166,37697773,23-Mar-07,R,Horror Thriller,USA
